AuthorID,Author,Date,Content,Attachments,Reactions
"701024932217356365","Adhithya#1999","10-Jul-22 03:51 PM","","",""
"701024932217356365","Adhithya#1999","12-Jul-22 06:09 PM","**Folder :** https://drive.google.com/drive/folders/13u1HraYRjWhZSuOuVy5dvcCR5LipZeBc?usp=sharing

To understand _concepts_

**Jhon J Grainger**
**C.L.Wadhwa**

┉┉┉┉┉┉┉┉┉┉┉┉

_Topic wise_

❏ ...","",""
