AuthorID,Author,Date,Content,Attachments,Reactions
"701024932217356365","Adhithya#1999","10-Jul-22 03:51 PM","","",""
"701024932217356365","Adhithya#1999","11-Aug-22 07:42 PM","**Power system analysis** IIT KGP's course
https://nptel.ac.in/courses/117105140

-------------------------------

**Complex power explained**

Part 1:https://www.youtube.com/watch?v=Xo0-3LtVea0

Part 2:https://www.youtube.com/watch?v=XD36hh7mWLk 

**Per unit system** playlist
https://www.youtube.com/playlist?list=PLqJ0Y2s60r-5qNgXtFJn7RDsVIbEkzH_1

> Courtesy of Hemachandran

**What is Ybus, properties of it and deriving power flow equations.**

https://archive.nptel.ac.in/content//storage/108/105/108105067/MP4/lec16.mp4

**Gauss seidal method**
https://archive.nptel.ac.in/content//storage/108/105/108105067/MP4/lec17.mp4","",""
"701024932217356365","Adhithya#1999","19-Sep-22 11:20 AM","**Power quality**

https://en.m.wikipedia.org/wiki/Electric_power_quality","",""
