AuthorID,Author,Date,Content,Attachments,Reactions
"701024932217356365","Adhithya#1999","04-Sep-22 06:39 PM","","",""
"701024932217356365","Adhithya#1999","04-Sep-22 06:39 PM","**List comprehension**

https://docs.python.org/3/tutorial/datastructures.html#list-comprehensions

> Courtesy of Anabhayan","",""
